vid,category,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
G8ANewEmpire_ERP_3840x2048_fps29.97_qp37_10885k,G8ANewEmpire,54.71229556,3840,2048,yuv420p,29.97,500,8,10889110
G8ANewEmpire_ERP_3840x2048_fps29.97_qp42_5571k,G8ANewEmpire,45.87072574,3840,2048,yuv420p,29.97,500,8,5574533
G8ANewEmpire_RCMP_2880x1920_fps29.97_qp27_31147k,G8ANewEmpire,60.78850909,3840,1920,yuv420p,29.97,500,8,29410382
G8ANewEmpire_RCMP_2880x1920_fps29.97_qp37_8905k,G8ANewEmpire,53.71212043,3840,1920,yuv420p,29.97,500,8,28657721
G8ANewEmpire_RCMP_2880x1920_fps29.97_qp42_4354k,G8ANewEmpire,38.58216516,3840,1920,yuv420p,29.97,500,8,27181438
G8ANewEmpire_TSP_3840x1920_fps29.97_qp27_31798k,G8ANewEmpire,59.04889116,3840,1920,yuv420p,29.97,500,8,27986780
G8ANewEmpire_TSP_3840x1920_fps29.97_qp37_9645k,G8ANewEmpire,56.8944797,3840,1920,yuv420p,29.97,500,8,27550757
G8ANewEmpire_TSP_3840x1920_fps29.97_qp42_4840k,G8ANewEmpire,54.47474868,3840,1920,yuv420p,29.97,500,8,26381203
G8AlpsParagliding_ERP_3840x1920_fps25_qp27_8437k,G8AlpsParagliding,64.48303588,3840,1920,yuv420p,25.0,300,8,8441009
G8AlpsParagliding_ERP_3840x1920_fps25_qp37_1995k,G8AlpsParagliding,48.7169493,3840,1920,yuv420p,25.0,300,8,1999535
G8AlpsParagliding_ERP_3840x1920_fps25_qp42_964k,G8AlpsParagliding,38.02808106,3840,1920,yuv420p,25.0,300,8,968420
G8AlpsParagliding_RCMP_2880x1920_fps25_qp27_6011k,G8AlpsParagliding,62.03747376,3840,1920,yuv420p,25.0,300,8,12095520
G8AlpsParagliding_RCMP_2880x1920_fps25_qp37_1377k,G8AlpsParagliding,50.89944682,3840,1920,yuv420p,25.0,300,8,11381685
G8AlpsParagliding_RCMP_2880x1920_fps25_qp42_667k,G8AlpsParagliding,39.73373739,3840,1920,yuv420p,25.0,300,8,10631997
G8AlpsParagliding_TSP_3840x1920_fps25_qp27_6609k,G8AlpsParagliding,61.23117803,3840,1920,yuv420p,25.0,300,8,11607471
G8AlpsParagliding_TSP_3840x1920_fps25_qp37_1492k,G8AlpsParagliding,49.90040578,3840,1920,yuv420p,25.0,300,8,11017642
G8AlpsParagliding_TSP_3840x1920_fps25_qp42_709k,G8AlpsParagliding,36.08660065,3840,1920,yuv420p,25.0,300,8,10369326
G8DivingWithSharks_ERP_7680x3840_fps29.97_qp27_42160k,G8DivingWithSharks,61.65032022,7680,3840,yuv420p,29.97,320,8,42165704
G8DivingWithSharks_ERP_7680x3840_fps29.97_qp37_12386k,G8DivingWithSharks,56.14242749,7680,3840,yuv420p,29.97,320,8,12391010
G8DivingWithSharks_ERP_7680x3840_fps29.97_qp42_5645k,G8DivingWithSharks,41.63244292,7680,3840,yuv420p,29.97,320,8,5649662
G8DivingWithSharks_RCMP_5760x3840_fps29.97_qp27_44505k,G8DivingWithSharks,62.59144921,7680,3840,yuv420p,29.97,320,8,52430340
G8DivingWithSharks_RCMP_5760x3840_fps29.97_qp37_13275k,G8DivingWithSharks,57.09172985,7680,3840,yuv420p,29.97,320,8,50738263
G8DivingWithSharks_RCMP_5760x3840_fps29.97_qp42_6268k,G8DivingWithSharks,47.90440815,7680,3840,yuv420p,29.97,320,8,47928824
G8DivingWithSharks_TSP_7680x3840_fps29.97_qp27_49119k,G8DivingWithSharks,60.81898332,7680,3840,yuv420p,29.97,320,8,50294500
G8DivingWithSharks_TSP_7680x3840_fps29.97_qp37_15430k,G8DivingWithSharks,58.16943283,7680,3840,yuv420p,29.97,320,8,47181009
G8DivingWithSharks_TSP_7680x3840_fps29.97_qp42_7752k,G8DivingWithSharks,54.45400282,7680,3840,yuv420p,29.97,320,8,44978052
G8Pagoda_ERP_4096x2048_fps30_qp27_12962k,G8Pagoda,59.21034793,4096,2048,yuv420p,30.0,300,8,12967248
G8Pagoda_ERP_4096x2048_fps30_qp37_1787k,G8Pagoda,50.15775202,4096,2048,yuv420p,30.0,300,8,1791743
G8Pagoda_ERP_4096x2048_fps30_qp42_663k,G8Pagoda,39.31863931,4096,2048,yuv420p,30.0,300,8,667544
G8Pagoda_RCMP_3072x2048_fps30_qp27_9384k,G8Pagoda,63.28523608,4096,2048,yuv420p,30.0,300,8,11001211
G8Pagoda_RCMP_3072x2048_fps30_qp37_1143k,G8Pagoda,49.09037712,4096,2048,yuv420p,30.0,300,8,9046980
G8Pagoda_RCMP_3072x2048_fps30_qp42_397k,G8Pagoda,29.58621644,4096,2048,yuv420p,30.0,300,8,7154216
G8Pagoda_TSP_4096x2048_fps30_qp27_10029k,G8Pagoda,67.55483098,4096,2048,yuv420p,30.0,300,8,10082890
G8Pagoda_TSP_4096x2048_fps30_qp37_1401k,G8Pagoda,56.4682064,4096,2048,yuv420p,30.0,300,8,8399899
G8Pagoda_TSP_4096x2048_fps30_qp42_530k,G8Pagoda,45.29734928,4096,2048,yuv420p,30.0,300,8,6953083
G8Salon_ERP_4096x2048_fps30_qp27_3503k,G8Salon,60.54592373,4096,2048,yuv420p,30.0,300,8,3507496
G8Salon_ERP_4096x2048_fps30_qp37_389k,G8Salon,29.90618951,4096,2048,yuv420p,30.0,300,8,393510
G8Salon_ERP_4096x2048_fps30_qp42_398k,G8Salon,27.34662849,4096,2048,yuv420p,30.0,300,8,402824
G8Salon_RCMP_3072x2048_fps30_qp27_2200k,G8Salon,54.41433554,4096,2048,yuv420p,30.0,300,8,5218972
G8Salon_RCMP_3072x2048_fps30_qp37_326k,G8Salon,28.17129088,4096,2048,yuv420p,30.0,300,8,1888462
G8Salon_RCMP_3072x2048_fps30_qp42_337k,G8Salon,29.87047182,4096,2048,yuv420p,30.0,300,8,1779628
G8Salon_TSP_4096x2048_fps30_qp27_2925k,G8Salon,64.51681386,4096,2048,yuv420p,30.0,300,8,4644048
G8Salon_TSP_4096x2048_fps30_qp37_362k,G8Salon,35.2522478,4096,2048,yuv420p,30.0,300,8,1796784
G8Salon_TSP_4096x2048_fps30_qp42_393k,G8Salon,27.30669718,4096,2048,yuv420p,30.0,300,8,1664510
G8YourMan_ERP_7680x3840_fps29.97_qp27_10412k,G8YourMan,64.0540352,7680,3840,yuv420p,29.97,300,8,10416942
G8YourMan_ERP_7680x3840_fps29.97_qp37_2519k,G8YourMan,49.70783394,7680,3840,yuv420p,29.97,300,8,2524074
G8YourMan_ERP_7680x3840_fps29.97_qp42_1193k,G8YourMan,32.93710278,7680,3840,yuv420p,29.97,300,8,1197526
G8YourMan_RCMP_5760x3840_fps29.97_qp27_8335k,G8YourMan,62.85473598,7680,3840,yuv420p,29.97,300,8,20497036
G8YourMan_RCMP_5760x3840_fps29.97_qp37_2171k,G8YourMan,50.23330042,7680,3840,yuv420p,29.97,300,8,16731984
G8YourMan_RCMP_5760x3840_fps29.97_qp42_1079k,G8YourMan,33.91839525,7680,3840,yuv420p,29.97,300,8,15120901
G8YourMan_TSP_7680x3840_fps29.97_qp27_9288k,G8YourMan,65.40167546,7680,3840,yuv420p,29.97,300,8,19699542
G8YourMan_TSP_7680x3840_fps29.97_qp37_2230k,G8YourMan,51.11000981,7680,3840,yuv420p,29.97,300,8,16847742
G8YourMan_TSP_7680x3840_fps29.97_qp42_1103k,G8YourMan,37.51691133,7680,3840,yuv420p,29.97,300,8,15346488
G9BloomingAppleOrchards_ERP_7680x3840_fps29.97_qp27_16794k,G9BloomingAppleOrchards,62.56477098,7680,3840,yuv420p,29.97,380,8,16798162
G9BloomingAppleOrchards_ERP_7680x3840_fps29.97_qp37_1837k,G9BloomingAppleOrchards,29.28629858,7680,3840,yuv420p,29.97,380,8,1840970
G9BloomingAppleOrchards_ERP_7680x3840_fps29.97_qp42_1811k,G9BloomingAppleOrchards,25.4957091,7680,3840,yuv420p,29.97,380,8,1815591
G9BloomingAppleOrchards_RCMP_5760x3840_fps29.97_qp27_13186k,G9BloomingAppleOrchards,61.60243643,7680,3840,yuv420p,29.97,380,8,26318985
G9BloomingAppleOrchards_RCMP_5760x3840_fps29.97_qp37_1555k,G9BloomingAppleOrchards,25.18740845,7680,3840,yuv420p,29.97,380,8,8408058
G9BloomingAppleOrchards_RCMP_5760x3840_fps29.97_qp42_1579k,G9BloomingAppleOrchards,23.36766082,7680,3840,yuv420p,29.97,380,8,8104482
G9BloomingAppleOrchards_TSP_7680x3840_fps29.97_qp27_14562k,G9BloomingAppleOrchards,64.08826846,7680,3840,yuv420p,29.97,380,8,23003274
G9BloomingAppleOrchards_TSP_7680x3840_fps29.97_qp37_1674k,G9BloomingAppleOrchards,31.73514663,7680,3840,yuv420p,29.97,380,8,9348930
G9BloomingAppleOrchards_TSP_7680x3840_fps29.97_qp42_1649k,G9BloomingAppleOrchards,33.37265917,7680,3840,yuv420p,29.97,380,8,7803260
G9ConcertLive_ERP_4096x2048_fps30_qp27_7102k,G9ConcertLive,62.5042302,4096,2048,yuv420p,30.0,300,8,7107500
G9ConcertLive_ERP_4096x2048_fps30_qp37_2256k,G9ConcertLive,54.75603668,4096,2048,yuv420p,30.0,300,8,2260760
G9ConcertLive_ERP_4096x2048_fps30_qp42_1246k,G9ConcertLive,43.12131094,4096,2048,yuv420p,30.0,300,8,1250742
G9ConcertLive_RCMP_3072x2048_fps30_qp27_6973k,G9ConcertLive,63.75076038,4096,2048,yuv420p,30.0,300,8,10111105
G9ConcertLive_RCMP_3072x2048_fps30_qp37_2237k,G9ConcertLive,54.6852327,4096,2048,yuv420p,30.0,300,8,9822528
G9ConcertLive_RCMP_3072x2048_fps30_qp42_1228k,G9ConcertLive,41.37901869,4096,2048,yuv420p,30.0,300,8,9215273
G9ConcertLive_TSP_4096x2048_fps30_qp27_8373k,G9ConcertLive,65.03567928,4096,2048,yuv420p,30.0,300,8,9962051
G9ConcertLive_TSP_4096x2048_fps30_qp37_2648k,G9ConcertLive,54.24412025,4096,2048,yuv420p,30.0,300,8,9622655
G9ConcertLive_TSP_4096x2048_fps30_qp42_1482k,G9ConcertLive,39.51211465,4096,2048,yuv420p,30.0,300,8,9193272
G9DivingWithJellyfish_ERP_7680x3840_fps25_qp27_11858k,G9DivingWithJellyfish,63.39299991,7680,3840,yuv420p,25.0,330,8,11862300
G9DivingWithJellyfish_ERP_7680x3840_fps25_qp37_2228k,G9DivingWithJellyfish,49.71777761,7680,3840,yuv420p,25.0,330,8,2231784
G9DivingWithJellyfish_ERP_7680x3840_fps25_qp42_876k,G9DivingWithJellyfish,33.59770735,7680,3840,yuv420p,25.0,330,8,880432
G9DivingWithJellyfish_RCMP_5760x3840_fps25_qp27_10269k,G9DivingWithJellyfish,62.88651739,7680,3840,yuv420p,25.0,330,8,27543999
G9DivingWithJellyfish_RCMP_5760x3840_fps25_qp37_2066k,G9DivingWithJellyfish,53.88823179,7680,3840,yuv420p,25.0,330,8,23859790
G9DivingWithJellyfish_RCMP_5760x3840_fps25_qp42_868k,G9DivingWithJellyfish,36.53927374,7680,3840,yuv420p,25.0,330,8,20041710
G9DivingWithJellyfish_TSP_7680x3840_fps25_qp27_11730k,G9DivingWithJellyfish,65.14200595,7680,3840,yuv420p,25.0,330,8,26576163
G9DivingWithJellyfish_TSP_7680x3840_fps25_qp37_2490k,G9DivingWithJellyfish,53.01672726,7680,3840,yuv420p,25.0,330,8,23448927
G9DivingWithJellyfish_TSP_7680x3840_fps25_qp42_1121k,G9DivingWithJellyfish,39.33610314,7680,3840,yuv420p,25.0,330,8,19808117
G9DrivingInCity_ERP_3840x1920_fps30_qp27_11315k,G9DrivingInCity,65.17867299,3840,1920,yuv420p,30.0,300,8,11319606
G9DrivingInCity_ERP_3840x1920_fps30_qp37_2350k,G9DrivingInCity,49.9746301,3840,1920,yuv420p,30.0,300,8,2354336
G9DrivingInCity_ERP_3840x1920_fps30_qp42_1069k,G9DrivingInCity,41.90604313,3840,1920,yuv420p,30.0,300,8,1074222
G9DrivingInCity_RCMP_2880x1920_fps30_qp27_10899k,G9DrivingInCity,63.40616556,3840,1920,yuv420p,30.0,300,8,10890231
G9DrivingInCity_RCMP_2880x1920_fps30_qp37_2331k,G9DrivingInCity,53.39811269,3840,1920,yuv420p,30.0,300,8,9710312
G9DrivingInCity_RCMP_2880x1920_fps30_qp42_1068k,G9DrivingInCity,42.72524956,3840,1920,yuv420p,30.0,300,8,9006344
G9DrivingInCity_TSP_3840x1920_fps30_qp27_12713k,G9DrivingInCity,63.37737876,3840,1920,yuv420p,30.0,300,8,10238187
G9DrivingInCity_TSP_3840x1920_fps30_qp37_2642k,G9DrivingInCity,61.39562369,3840,1920,yuv420p,30.0,300,8,9377416
G9DrivingInCity_TSP_3840x1920_fps30_qp42_1253k,G9DrivingInCity,45.29766042,3840,1920,yuv420p,30.0,300,8,8747056
G9FootballMatch_ERP_4096x2048_fps30_qp27_1529k,G9FootballMatch,62.06828553,4096,2048,yuv420p,30.0,300,8,1533508
G9FootballMatch_ERP_4096x2048_fps30_qp37_220k,G9FootballMatch,33.45369876,4096,2048,yuv420p,30.0,300,8,224447
G9FootballMatch_ERP_4096x2048_fps30_qp42_288k,G9FootballMatch,29.33268013,4096,2048,yuv420p,30.0,300,8,292700
G9FootballMatch_RCMP_3072x2048_fps30_qp27_1128k,G9FootballMatch,57.66218893,4096,2048,yuv420p,30.0,300,8,3603866
G9FootballMatch_RCMP_3072x2048_fps30_qp37_201k,G9FootballMatch,35.005916,4096,2048,yuv420p,30.0,300,8,1303960
G9FootballMatch_RCMP_3072x2048_fps30_qp42_225k,G9FootballMatch,27.86389528,4096,2048,yuv420p,30.0,300,8,1240601
G9FootballMatch_TSP_4096x2048_fps30_qp27_1830k,G9FootballMatch,64.65648408,4096,2048,yuv420p,30.0,300,8,3663301
G9FootballMatch_TSP_4096x2048_fps30_qp37_263k,G9FootballMatch,38.85764842,4096,2048,yuv420p,30.0,300,8,1302575
G9FootballMatch_TSP_4096x2048_fps30_qp42_300k,G9FootballMatch,30.91302367,4096,2048,yuv420p,30.0,300,8,1227294
G9GreatWall_ERP_4096x2048_fps30_qp27_43911k,G9GreatWall,63.91723158,4096,2048,yuv420p,30.0,300,8,43916848
G9GreatWall_ERP_4096x2048_fps30_qp37_7750k,G9GreatWall,62.07210353,4096,2048,yuv420p,30.0,300,8,7755104
G9GreatWall_ERP_4096x2048_fps30_qp42_3096k,G9GreatWall,53.55906548,4096,2048,yuv420p,30.0,300,8,3100578
G9GreatWall_RCMP_3072x2048_fps30_qp27_33606k,G9GreatWall,63.25004153,4096,2048,yuv420p,30.0,300,8,24353976
G9GreatWall_RCMP_3072x2048_fps30_qp37_4839k,G9GreatWall,63.1587859,4096,2048,yuv420p,30.0,300,8,20481704
G9GreatWall_RCMP_3072x2048_fps30_qp42_1664k,G9GreatWall,49.82412595,4096,2048,yuv420p,30.0,300,8,17373473
G9GreatWall_TSP_4096x2048_fps30_qp27_29174k,G9GreatWall,69.30613443,4096,2048,yuv420p,30.0,300,8,20542036
G9GreatWall_TSP_4096x2048_fps30_qp37_4905k,G9GreatWall,62.12825415,4096,2048,yuv420p,30.0,300,8,18237699
G9GreatWall_TSP_4096x2048_fps30_qp42_1875k,G9GreatWall,53.10469322,4096,2048,yuv420p,30.0,300,8,15727875
G10BoatInPark_ERP_4096x2048_fps30_qp27_14547k,G10BoatInPark,65.58003323,4096,2048,yuv420p,30.0,300,8,14551886
G10BoatInPark_ERP_4096x2048_fps30_qp37_3270k,G10BoatInPark,59.35535145,4096,2048,yuv420p,30.0,300,8,3275236
G10BoatInPark_ERP_4096x2048_fps30_qp42_1507k,G10BoatInPark,45.89000052,4096,2048,yuv420p,30.0,300,8,1511577
G10BoatInPark_RCMP_3072x2048_fps30_qp27_11884k,G10BoatInPark,68.22582895,4096,2048,yuv420p,30.0,300,8,14944276
G10BoatInPark_RCMP_3072x2048_fps30_qp37_2514k,G10BoatInPark,57.10743251,4096,2048,yuv420p,30.0,300,8,12839251
G10BoatInPark_RCMP_3072x2048_fps30_qp42_1095k,G10BoatInPark,45.38968578,4096,2048,yuv420p,30.0,300,8,11401656
G10BoatInPark_TSP_4096x2048_fps30_qp27_12477k,G10BoatInPark,66.89661231,4096,2048,yuv420p,30.0,300,8,13755568
G10BoatInPark_TSP_4096x2048_fps30_qp37_2592k,G10BoatInPark,59.57987778,4096,2048,yuv420p,30.0,300,8,11816824
G10BoatInPark_TSP_4096x2048_fps30_qp42_1172k,G10BoatInPark,52.57550342,4096,2048,yuv420p,30.0,300,8,10434147
G10BodybuildingWorkout_ERP_7680x3840_fps29.97_qp27_6105k,G10BodybuildingWorkout,64.6943201,7680,3840,yuv420p,29.97,300,8,6110199
G10BodybuildingWorkout_ERP_7680x3840_fps29.97_qp37_913k,G10BodybuildingWorkout,42.96194544,7680,3840,yuv420p,29.97,300,8,918192
G10BodybuildingWorkout_ERP_7680x3840_fps29.97_qp42_697k,G10BodybuildingWorkout,32.42071706,7680,3840,yuv420p,29.97,300,8,701544
G10BodybuildingWorkout_RCMP_5760x3840_fps29.97_qp27_6488k,G10BodybuildingWorkout,63.06672958,7680,3840,yuv420p,29.97,300,8,13667064
G10BodybuildingWorkout_RCMP_5760x3840_fps29.97_qp37_1036k,G10BodybuildingWorkout,53.69048605,7680,3840,yuv420p,29.97,300,8,6703982
G10BodybuildingWorkout_RCMP_5760x3840_fps29.97_qp42_565k,G10BodybuildingWorkout,34.98368862,7680,3840,yuv420p,29.97,300,8,5471309
G10BodybuildingWorkout_TSP_7680x3840_fps29.97_qp27_9017k,G10BodybuildingWorkout,61.57120329,7680,3840,yuv420p,29.97,300,8,12817341
G10BodybuildingWorkout_TSP_7680x3840_fps29.97_qp37_1568k,G10BodybuildingWorkout,52.50133353,7680,3840,yuv420p,29.97,300,8,7403118
G10BodybuildingWorkout_TSP_7680x3840_fps29.97_qp42_742k,G10BodybuildingWorkout,36.86872141,7680,3840,yuv420p,29.97,300,8,5787098
G10BuddhaCave_ERP_4096x2048_fps30_qp27_1289k,G10BuddhaCave,61.89612367,4096,2048,yuv420p,30.0,300,8,1293922
G10BuddhaCave_ERP_4096x2048_fps30_qp37_236k,G10BuddhaCave,38.53623532,4096,2048,yuv420p,30.0,300,8,240496
G10BuddhaCave_ERP_4096x2048_fps30_qp42_170k,G10BuddhaCave,26.56399934,4096,2048,yuv420p,30.0,300,8,175001
G10BuddhaCave_RCMP_3072x2048_fps30_qp27_1308k,G10BuddhaCave,61.64804121,4096,2048,yuv420p,30.0,300,8,3242295
G10BuddhaCave_RCMP_3072x2048_fps30_qp37_256k,G10BuddhaCave,41.9051265,4096,2048,yuv420p,30.0,300,8,1646812
G10BuddhaCave_RCMP_3072x2048_fps30_qp42_143k,G10BuddhaCave,27.69146895,4096,2048,yuv420p,30.0,300,8,1164712
G10BuddhaCave_TSP_4096x2048_fps30_qp27_2506k,G10BuddhaCave,68.17702374,4096,2048,yuv420p,30.0,300,8,3203008
G10BuddhaCave_TSP_4096x2048_fps30_qp37_471k,G10BuddhaCave,49.75997692,4096,2048,yuv420p,30.0,300,8,1778400
G10BuddhaCave_TSP_4096x2048_fps30_qp42_233k,G10BuddhaCave,37.05244609,4096,2048,yuv420p,30.0,300,8,1411244
G10DrivingInCountry_ERP_3840x1920_fps30_qp27_27706k,G10DrivingInCountry,61.21512464,3840,1920,yuv420p,30.0,300,8,27711120
G10DrivingInCountry_ERP_3840x1920_fps30_qp37_5475k,G10DrivingInCountry,52.41658117,3840,1920,yuv420p,30.0,300,8,5480223
G10DrivingInCountry_ERP_3840x1920_fps30_qp42_2103k,G10DrivingInCountry,38.7336468,3840,1920,yuv420p,30.0,300,8,2108008
G10DrivingInCountry_RCMP_2880x1920_fps30_qp27_20902k,G10DrivingInCountry,63.66036079,3840,1920,yuv420p,30.0,300,8,19234432
G10DrivingInCountry_RCMP_2880x1920_fps30_qp37_3808k,G10DrivingInCountry,47.80911685,3840,1920,yuv420p,30.0,300,8,16974772
G10DrivingInCountry_RCMP_2880x1920_fps30_qp42_1437k,G10DrivingInCountry,37.14914499,3840,1920,yuv420p,30.0,300,8,14582163
G10DrivingInCountry_TSP_3840x1920_fps30_qp27_23963k,G10DrivingInCountry,64.87320622,3840,1920,yuv420p,30.0,300,8,17260911
G10DrivingInCountry_TSP_3840x1920_fps30_qp37_4664k,G10DrivingInCountry,56.26141529,3840,1920,yuv420p,30.0,300,8,15787982
G10DrivingInCountry_TSP_3840x1920_fps30_qp42_1955k,G10DrivingInCountry,48.43501538,3840,1920,yuv420p,30.0,300,8,13904573
G10PandaBaseChengdu_ERP_7680x3840_fps29.97_qp27_12254k,G10PandaBaseChengdu,68.56136857,7680,3840,yuv420p,29.97,600,8,12258265
G10PandaBaseChengdu_ERP_7680x3840_fps29.97_qp37_1499k,G10PandaBaseChengdu,41.72072288,7680,3840,yuv420p,29.97,600,8,1503275
G10PandaBaseChengdu_ERP_7680x3840_fps29.97_qp42_1044k,G10PandaBaseChengdu,27.03419968,7680,3840,yuv420p,29.97,600,8,1047740
G10PandaBaseChengdu_RCMP_5760x3840_fps29.97_qp27_11238k,G10PandaBaseChengdu,67.50640947,7680,3840,yuv420p,29.97,600,8,23682620
G10PandaBaseChengdu_RCMP_5760x3840_fps29.97_qp37_1390k,G10PandaBaseChengdu,42.2041366,7680,3840,yuv420p,29.97,600,8,17302534
G10PandaBaseChengdu_RCMP_5760x3840_fps29.97_qp42_901k,G10PandaBaseChengdu,28.68152367,7680,3840,yuv420p,29.97,600,8,12803504
G10PandaBaseChengdu_TSP_7680x3840_fps29.97_qp27_16522k,G10PandaBaseChengdu,68.26853302,7680,3840,yuv420p,29.97,600,8,22590777
G10PandaBaseChengdu_TSP_7680x3840_fps29.97_qp37_2799k,G10PandaBaseChengdu,54.64359253,7680,3840,yuv420p,29.97,600,8,17437555
G10PandaBaseChengdu_TSP_7680x3840_fps29.97_qp42_1196k,G10PandaBaseChengdu,37.92296262,7680,3840,yuv420p,29.97,600,8,13062255
G10XiaoGuang_ERP_4096x2048_fps30_qp27_2502k,G10XiaoGuang,64.61335175,4096,2048,yuv420p,30.0,300,8,2506475
G10XiaoGuang_ERP_4096x2048_fps30_qp37_644k,G10XiaoGuang,46.87781121,4096,2048,yuv420p,30.0,300,8,648798
G10XiaoGuang_ERP_4096x2048_fps30_qp42_393k,G10XiaoGuang,29.93815615,4096,2048,yuv420p,30.0,300,8,398128
G10XiaoGuang_RCMP_3072x2048_fps30_qp27_2437k,G10XiaoGuang,64.34275237,4096,2048,yuv420p,30.0,300,8,4649658
G10XiaoGuang_RCMP_3072x2048_fps30_qp37_645k,G10XiaoGuang,48.00577774,4096,2048,yuv420p,30.0,300,8,3312537
G10XiaoGuang_RCMP_3072x2048_fps30_qp42_322k,G10XiaoGuang,24.47623685,4096,2048,yuv420p,30.0,300,8,2679353
G10XiaoGuang_TSP_4096x2048_fps30_qp27_2813k,G10XiaoGuang,64.28296092,4096,2048,yuv420p,30.0,300,8,4377672
G10XiaoGuang_TSP_4096x2048_fps30_qp37_666k,G10XiaoGuang,47.0490618,4096,2048,yuv420p,30.0,300,8,3156011
G10XiaoGuang_TSP_4096x2048_fps30_qp42_344k,G10XiaoGuang,26.72691729,4096,2048,yuv420p,30.0,300,8,2572692
